Unnamed: 0,title,genres
2221,the palace of darkened windows,"{'romance', 'adventure'}"
2222,kenilworth,"{'romance', 'adventure', 'literary-fiction', 'history', 'mystery', 'classics', 'non-fiction', 'historical-romance', 'fantasy', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'school', 'adult', 'historical'}"
2223,jack rustig,"{'romance', 'adventure', 'literary-fiction', 'classics', 'fiction', 'historical'}"
2224,wise or otherwise,"{'contemporary', 'biography', 'self-help', 'psychology', 'novels', 'philosophy', 'short-stories', 'fiction', 'memoir', 'non-fiction'}"
2225,lingnieux hidalgo don,"{'romance', 'adventure', 'history', 'roman', 'classics', 'novella', 'fantasy', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'comedy', 'unfinished', 'school', 'read-for-school', 'historical', 'humor'}"
2226,tehtaan tytt,"{'history', 'biography', 'feminism', 'sociology', 'non-fiction', 'family', 'travel', 'fiction', 'politics', 'memoir', 'school', 'economics', 'unfinished', 'historical', 'business'}"
2227,ratsumies peter halket,"{'classics', 'literature', 'fiction', 'historical-fiction', '20th-century', 'school'}"
2228,preaching and paganism,{'religion'}
2229,the amateur army,"{'war', 'history', 'non-fiction'}"
2230,camille la dame aux camilias,"{'romance', 'plays', 'history', 'roman', 'classics', 'novella', 'historical-romance', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'love', 'adult', 'school', 'drama', 'historical'}"
2231,the antislavery alphabet,"{'classics', 'short-stories', 'poetry', 'non-fiction'}"
2232,angelina,"{'romance', 'contemporary', 'novella', 'chick-lit', 'contemporary-romance', 'new-adult', 'humor'}"
2233,sense and sensibility,"{'romance', 'literary-fiction', 'classics', 'historical-romance', 'family', 'chick-lit', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'adult-fiction', 'love', 'adult', 'school', 'drama', 'historical'}"
2234,seventeen,"{'romance', 'contemporary', 'adventure', 'crime', 'mystery', 'suspense', 'action', 'chick-lit', 'mystery-thriller', 'fiction', 'comedy', 'adult-fiction', 'thriller', 'contemporary-romance', 'adult', 'unfinished', 'humor'}"
2235,viage al parnaso,"{'read-for-school', 'fiction', 'historical-fiction', 'plays'}"
2236,doctrina christiana,{'classics'}
2237,poems by a little girl,"{'poetry', 'american'}"
2238,le jour des rois,"{'fiction', 'history', 'biography', 'non-fiction'}"
2239,safe marriage,"{'christian', 'amazon', 'fiction', 'non-fiction', 'relationships'}"
2240,the hoyden,"{'romance', 'adventure', 'crime', 'suspense', 'adult', 'historical', 'humor'}"
2241,the curious book of birds,"{'animals', 'childrens'}"
2242,a man and a woman,"{'religion', 'self-help', 'psychology', 'philosophy', 'fiction', 'science', 'non-fiction', 'unfinished', 'theology', 'spirituality'}"
2243,troubles of married life,"{'romance', 'education', 'history', 'classics', 'novella', 'novels', 'literature', 'fiction', '20th-century', 'relationships', 'humor'}"
2244,fray luis de len,"{'classics', 'poetry', '20th-century', 'fiction'}"
2245,miss mcdonald,"{'romance', 'drama', 'classics'}"
2246,ibong adarna,"{'history', 'classics', 'comics', 'fantasy', 'childrens', 'poetry'}"
2247,the facts of reconstruction,{'history'}
2248,cratylus,"{'history', 'classics', 'philosophy', 'fiction', 'literature', 'non-fiction'}"
2249,the treasury of ancient egypt,"{'historical-fiction', 'history'}"
2250,dido queene of carthage,"{'romance', 'history', 'classics', 'mythology', 'literature', 'fiction', 'historical-fiction', '20th-century', 'school', 'drama', 'poetry', 'plays', 'lgbt'}"
2251,the gunbrand,{'classics'}
2252,essays on art,"{'education', 'history', 'writing', 'reference', 'fiction', 'adult-fiction', 'essays', 'non-fiction', 'american', 'art'}"
2253,in the shadow of the glen,"{'history', 'classics', 'high-school', 'literature', 'fiction', 'historical-fiction', 'school', 'non-fiction', 'drama', 'plays', 'college'}"
2254,roman mosaics,"{'classics', 'history', 'roman', 'art'}"
2255,letters of browning,{'non-fiction'}
2256,in indian mexico ,{'classics'}
2257,his life,"{'contemporary', 'literary-fiction', 'animals', 'family', 'fiction', 'historical-fiction', 'adult-fiction', 'adult', 'relationships', 'coming-of-age', 'american', 'historical'}"
2258,a little rebel,"{'fiction', 'novels'}"
2259,king olafs kinsman,"{'historical-fiction', 'non-fiction'}"
2260,one third off,"{'american', 'humor'}"
2261,lion and unicorn,"{'fantasy', 'short-stories', 'fiction', 'childrens', 'theology'}"
2262,the physiology of marriage,"{'romance', 'literary-fiction', 'classics', 'self-help', 'psychology', 'philosophy', 'fiction', 'love', '20th-century', 'essays', 'literature', 'science', 'non-fiction'}"
2263,analytical studies,"{'music', 'non-fiction'}"
2264,miss or mrs,"{'romance', 'adventure', 'literary-fiction', 'crime', 'mystery', 'classics', 'suspense', 'novella', 'historical-romance', 'mystery-thriller', 'fiction', '20th-century', 'thriller', 'humor'}"
2265,la chasse galerie,{'novels'}
2266,fjalar kuningas,"{'read-for-school', 'poetry'}"
2267,vkevin,"{'romance', 'contemporary', 'novels', 'fiction', 'young-adult'}"
2268,as farpas chronica mensal,"{'literature', 'classics', 'humor'}"
2269,jack sheppard,"{'romance', 'crime', 'history', 'classics', 'novels', 'fiction', 'historical-fiction', '20th-century', 'economics', 'read-for-school', 'plays'}"
2270,the law and the lady,"{'crime', 'mystery', 'classics', 'suspense', 'mystery-thriller', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'thriller', 'historical'}"
2271,rambles in the mammoth cave,"{'adventure', 'history', 'travel', 'fiction', 'non-fiction', 'theology'}"
2272,the spirit of youth and the,"{'high-school', 'fiction', 'non-fiction', 'unfinished', 'american'}"
2273,lukemisia lapsille ,"{'childrens', 'reference'}"
2274,the poems of henry van dyke,"{'poetry', '20th-century'}"
2275,the new magdalen,"{'mystery', 'classics', 'historical-romance', 'mystery-thriller', 'literature', 'fiction', 'historical-fiction', '20th-century', 'read-for-school'}"
2276,fat and blood,"{'read-for-school', 'fiction', 'school'}"
2277,introduction  ltude de la,"{'history', 'philosophy', 'unfinished', 'essays', 'science', 'non-fiction', 'read-for-school'}"
2278,jane eyre,"{'romance', 'literary-fiction', 'historical-fiction', 'love', 'historical', 'mystery', 'high-school', 'novels', 'literature', 'fiction', '20th-century', 'school', 'adult', 'read-for-school', 'feminism', 'classics', 'historical-romance', 'adult-fiction', 'drama', 'coming-of-age'}"
2279,le dernier des mohicans,"{'adventure', 'history', 'roman', 'classics', 'comics', 'literature', 'graphic-novels', 'historical-fiction', 'war', 'art'}"
2280,colomba,"{'contemporary', 'literary-fiction', 'roman', 'mystery', 'classics', 'amazon', 'fiction', 'literature'}"
2281,the two destinies,"{'romance', 'mystery', 'classics', 'fiction', 'historical-fiction', '20th-century', 'non-fiction', 'drama', 'historical'}"
2282,barbaras heritage,"{'romance', 'christian', 'history', 'biography', 'novella', 'historical-romance', 'amazon', 'historical-fiction', 'non-fiction', 'historical'}"
2283,a very pleasaunt  fruitful,"{'classics', 'christian', 'non-fiction'}"
2284,famous stories every child,"{'classics', 'short-stories', 'fiction', 'childrens', 'young-adult', 'historical'}"
2285,the opera,"{'crime', 'historical', 'classics', 'literature', 'fiction', 'read-for-school', '20th-century', 'comedy', 'school', 'music', 'drama', 'poetry', 'adult', 'plays', 'college', 'humor'}"
2286,bought and paid for,"{'romance', 'contemporary', 'erotica', 'novella', 'chick-lit', 'short-stories', 'fiction', 'contemporary-romance', 'adult', 'new-adult'}"
2287,the frozen deep,"{'adventure', 'mystery', 'classics', 'novella', 'literature', 'fiction', 'historical-fiction', '20th-century', 'short-stories', 'drama', 'plays'}"
2288,tristan and isolda,"{'romance', 'classics', 'family', 'fantasy', 'literature', 'fiction', 'read-for-school', 'war', 'realistic-fiction', 'music', 'drama', 'poetry', 'plays', 'art'}"
2289,a book for kids,"{'picture-books', 'classics', 'fiction', '20th-century', 'childrens', 'school', 'poetry'}"
2290,jan,"{'romance', 'literary-fiction', 'historical-fiction', 'love', 'historical', 'mystery', 'high-school', 'novels', 'literature', 'fiction', '20th-century', 'school', 'adult', 'read-for-school', 'feminism', 'classics', 'historical-romance', 'adult-fiction', 'drama', 'coming-of-age'}"
2291,madge morton,{'historical-fiction'}
2292,dickey downy,"{'unfinished', 'classics'}"
2293,the psychology of management,"{'psychology', 'non-fiction'}"
2294,the turtles of tasman,"{'adventure', 'classics', 'short-stories', 'fiction', '20th-century', 'theology', 'american'}"
2295,after dark,"{'contemporary', 'literary-fiction', '21st-century', 'drama', 'mystery', 'novella', 'fantasy', 'novels', 'literature', 'fiction', 'adult-fiction', 'adult', 'unfinished'}"
2296,some chinese ghosts,"{'horror', 'history', 'classics', 'fantasy', 'mythology', 'literature', 'short-stories', 'fiction', 'paranormal', 'politics', 'childrens', 'thriller', 'speculative-fiction', 'supernatural'}"
2297,nathan viisas,"{'history', 'drama', 'classics', 'religion', 'novels', 'literature', 'fiction', 'philosophy', '20th-century', 'historical-fiction', 'school', 'read-for-school', 'poetry', 'plays'}"
2298,riley songs of home,{'poetry'}
2299,the gamester ,"{'romance', 'historical-romance', 'historical-fiction', 'contemporary-romance', 'historical'}"
2300,the evil genius,"{'romance', 'mystery', 'classics', 'historical-romance', 'family', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'thriller', 'read-for-school'}"
2301,mr william shakespear,"{'romance', 'historical', 'classics', 'fantasy', 'literature', 'fiction', 'read-for-school', '20th-century', 'comedy', 'school', 'adult', 'drama', 'poetry', 'plays', 'college'}"
2302,the power of faith,"{'christian', 'biography', 'classics', 'self-help', 'non-fiction', 'spirituality'}"
2303,my ladys money,"{'romance', 'mystery', 'classics', 'historical-romance', 'mystery-thriller', 'novels', 'fiction', 'adult-fiction', '20th-century', 'historical-fiction', 'non-fiction', 'humor'}"
2304,idolatry,"{'romance', 'history', 'science-fiction', 'fantasy', 'novels', 'speculative-fiction', 'magic', 'historical', 'lgbt'}"
2305,the way of salvation in the,"{'theology', 'religion', 'christian', 'fiction'}"
2306,lucrezia floriani,"{'romance', 'literary-fiction', 'feminism', 'classics', 'literature', 'fiction', 'love', '20th-century', 'adult-fiction', 'non-fiction', 'relationships', 'historical', 'college'}"
2307,oddsfish,"{'fiction', 'historical-fiction', 'humor'}"
2308,i say no,"{'romance', 'mystery', 'classics', 'historical-romance', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'short-stories', 'non-fiction'}"
2309,the bible book by book,"{'fiction', 'religion', 'spirituality', 'reference'}"
2310,the story of the other wise man,"{'historical-fiction', 'spirituality', 'historical', 'high-school', 'fantasy', 'novels', 'literature', 'fiction', 'philosophy', '20th-century', 'childrens', 'adult', 'american', 'christian', 'christmas', 'classics', 'religion', 'short-stories', 'adult-fiction', 'picture-books', 'realistic-fiction'}"
2311,sketches from my life,"{'war', 'history', 'fantasy'}"
2312,historic tales vol  of ,{'historical'}
2313,a critical essay,"{'contemporary', 'history', 'religion', 'philosophy', 'fiction', 'politics', 'essays', 'school', 'non-fiction'}"
2314,flower fables,"{'classics', 'science-fiction', 'fantasy', 'fiction', 'short-stories', 'historical-fiction', 'childrens', 'american', 'historical'}"
2315,little novels,"{'romance', 'horror', 'crime', 'mystery', 'classics', 'historical-romance', 'novels', 'literature', 'fiction', 'short-stories', '20th-century', 'historical'}"
2316,the history of emily montague,"{'romance', '21st-century', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'non-fiction', 'read-for-school'}"
2317,guy rivers a tale of georgia,"{'literature', 'fiction', 'historical-fiction', 'history'}"
2318,der heizer,"{'classics', 'suspense', 'travel', 'novels', 'literature', 'short-stories', 'graphic-novels', 'fiction'}"
2319,paradoxes of catholicism,"{'christian', 'roman', 'classics', 'religion', 'amazon', 'fiction', 'philosophy', 'non-fiction', 'theology'}"
2320,the art of public speaking,"{'education', 'classics', 'self-help', 'psychology', 'reference', 'fiction', 'non-fiction', 'unfinished', 'business'}"
2321,a book of scoundrels,"{'classics', 'fiction', 'non-fiction'}"
2322,the women of the caesars,"{'fiction', '20th-century', 'history', 'historical'}"
2323,at home and abroad,"{'travel', 'fiction', 'essays', 'music', 'non-fiction', 'adult', 'humor'}"
2324,beowulf,"{'adventure', 'middle-grade', 'literary-fiction', 'horror', 'classics', 'high-school', 'mythology', 'novels', 'fiction', 'historical-fiction', 'adult-fiction', 'literature', 'adult', 'read-for-school', 'historical', 'college'}"
2325,the other girls,"{'horror', 'history', 'mystery', 'mystery-thriller', 'fiction', 'historical-fiction', 'thriller', 'adult', 'drama', 'historical'}"
2326,a short life of abraham lincoln,"{'history', 'biography', 'historical', 'fiction', 'politics', 'american', 'plays'}"
2327,koti,"{'literary-fiction', 'novella', 'family', 'historical-fiction', 'historical', 'contemporary', 'roman', 'novels', 'literature', 'fiction', 'school', 'adult', 'read-for-school', 'american', 'classics', 'adult-fiction', 'war', 'realistic-fiction', 'drama'}"
2328,pour la patrie,"{'literary-fiction', 'historical-fiction'}"
2329,the passenger from calais,"{'romance', 'adventure', 'mystery', 'classics', 'mystery-thriller', 'novels', 'fiction', '20th-century'}"
2330,the foolish virgin,"{'romance', 'fiction', 'realistic-fiction'}"
2331,a cynic looks at life,"{'classics', 'religion', 'novels', 'philosophy', 'fiction', 'historical-fiction', 'politics', 'essays', 'literature', 'non-fiction', 'poetry', 'american', 'humor'}"
2332,miscellanea,"{'philosophy', 'politics', 'spirituality'}"
2333,ion,"{'romance', 'drama', 'roman', 'classics', 'high-school', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'unfinished', 'school', 'read-for-school'}"
2334,curiosities of literature ,"{'literary-fiction', 'history', 'writing', 'reference', 'literature', 'fiction', 'adult-fiction', 'essays', 'non-fiction', 'humor'}"
2335,phaedrus,"{'history', 'classics', 'mythology', 'philosophy', 'fiction', 'literature', 'love', 'school', 'non-fiction', 'read-for-school', 'poetry', 'plays', 'college'}"
2336,the glugs of gosh,"{'classics', 'science-fiction', 'literature', 'comedy', 'poetry'}"
2337,bluebell,"{'short-stories', 'middle-grade', 'childrens', 'fantasy'}"
2338,fortuna,"{'romance', 'contemporary', 'chick-lit', 'novels', 'fiction', 'historical-fiction', 'adult-fiction', 'contemporary-romance', 'non-fiction'}"
2339,mrs red pepper,"{'fiction', 'american'}"
2340,the kings achievement,"{'biography', 'classics', 'religion', 'literature', 'fiction', 'historical-fiction', 'spirituality', 'historical'}"
2341,brownings shorter poems,"{'classics', 'poetry', '20th-century', 'fiction'}"
2342,the odds,"{'contemporary', 'romance', 'adventure', 'high-school', 'science-fiction', 'fantasy', 'fiction', 'realistic-fiction', 'young-adult', 'non-fiction', 'magic', 'coming-of-age'}"
